446170,12,  2, 19727192.3180,45.00,53.55, 96.15, 2.98, 4.86,  83632.30,-20469408.7856, 15094049.0310,  7616544.3675
446170,12,  5, 20236022.6230,41.00,45.45, 19.11, 3.36, 5.24,  -6745.88,-10538914.0771, 11379660.7426, 21464785.9700
446170,12,  6, 22456938.6040,23.00,17.68,116.55, 7.81, 9.82, 122945.63,-25350730.9420,  6693506.4816, -4259710.2391
446170,12, 13, 18891506.5900,32.00,82.28,128.33, 2.42, 4.02, -28182.08,-12208406.5931, 21991681.3785,  8444682.0810
446170,12, 20, 20545535.8790,38.00,38.60,304.66, 3.84, 5.72, 147797.61,  6815302.5154, 19396010.7449, 16681933.4238
446170,12, 29, 20034759.3680,44.00,47.16,294.41, 3.27, 5.05, 161073.21,  4703641.6210, 22077783.8169, 13996309.4595
446170,12, 90, 37140438.7490,37.00,32.45,110.86, 4.46, 7.00,-107614.72,-39614940.7917, 14359780.7022,  -448632.0124
446170,12, 92, 34948205.5350,27.00,73.97,323.66, 2.50, 4.05, -37868.93, -8956239.3465, 34428175.7893, 23086583.3203
446170,12, 94, 34773999.9760,33.00,70.53,124.53, 2.54, 4.19,-125086.81,-25347272.0090, 32328351.5461,  8991796.0028
446170,12, 95, 35579545.6180,36.00,59.98,254.06, 2.77, 4.43,-209464.68,   863978.3374, 41190385.1946,  9802234.9948
446170,12, 97, 22008253.7160,34.00,41.82,312.23, 3.59, 5.43, -84106.19,  5224835.8126, 19702284.5786, 19070793.9284
446170,12, 99, 34451753.9600,34.00,78.86,342.74, 2.44, 4.00,  -3638.52,-12825906.0382, 33574726.3819, 21839480.4410
446171,13,  2, 19727378.0230,44.00,53.55, 96.16, 2.98, 4.86,  83632.30,-20470366.1794, 15094128.5372,  7613579.8860
446171,13,  5, 20236302.3680,42.00,45.45, 19.12, 3.36, 5.24,  -6745.88,-10541082.1475, 11377962.1064, 21464643.0645
446171,13,  6, 22457454.4320,24.00,17.68,116.55, 7.81, 9.82, 122945.63,-25350315.5798,  6693076.1264, -4262841.7952
446171,13, 13, 18891504.3040,33.00,82.28,128.27, 2.42, 4.02, -28182.08,-12208339.4240, 21990571.1611,  8447627.6797
446171,13, 20, 20545399.2960,38.00,38.60,304.67, 3.84, 5.72, 147797.61,  6813364.3238, 19395034.0181, 16683839.8372
446171,13, 29, 20034617.2710,44.00,47.16,294.40, 3.27, 5.05, 161073.21,  4703102.0032, 22079481.8758, 13993815.1798
446171,13, 90, 37140504.9030,37.00,32.45,110.86, 4.46, 7.00,-107614.71,-39614942.9106, 14359777.6774,  -448670.2401
446171,13, 92, 34948353.2860,29.00,73.97,323.67, 2.49, 4.05, -37868.93, -8955493.7220, 34427139.6616, 23088420.6701
446171,13, 94, 34774084.7490,33.00,70.53,124.54, 2.54, 4.19,-125086.80,-25346566.8184, 32329600.9201,  8989263.1703
446171,13, 95, 35579619.4320,36.00,59.98,254.07, 2.77, 4.43,-209464.67,   865142.3992, 41189796.6073,  9804624.6458
446171,13, 97, 22007940.4500,34.00,41.83,312.22, 3.59, 5.43, -84106.20,  5223931.6702, 19704257.5916, 19068989.9898
