129780,13, 14, 21878516.7120,23.00,54.66,131.13, 2.94, 2.09, -27080.80,-18514519.0545, 18876167.9159,  1515105.4186
129780,13, 16, 21356495.9170,23.00,61.27,268.12, 2.74, 2.05,  10664.35,  -292153.0025, 24738090.9029,  8940876.2274
129780,13, 23, 25355763.6180,37.00,14.52,320.67, 9.41, 4.37, -65629.91, 11794961.6881, 10369809.6077, 21677334.2094
129780,13, 26, 21561444.6810,30.00,64.57,350.29, 2.66, 1.88, -98750.41, -6759168.4171, 18700901.2097, 17556199.3474
129780,13, 27, 23229387.2940,32.00,32.24,179.19, 4.49, 3.30, 106467.73,-10173518.2153, 21996606.7118,-10648769.8501
129780,13, 31, 22770269.0120,36.00,42.68, 43.69, 3.54, 2.25,  46836.92,-16435346.4536,  9343900.6710, 18875514.3495
129780,13, 32, 23515308.6100,24.00,32.63,140.47, 4.44, 3.00,-158648.67,-20311946.7233, 15755830.8596, -6521815.4138
129780,13, 92, 37534384.9880,20.00,56.34,177.41, 2.88, 2.15,-195700.45,-17912406.8024, 37655246.9668, -4766788.1764
129780,13, 93, 37678266.0690,31.00,58.47,351.12, 2.81, 1.97, -70371.87, -8636540.0181, 26479649.9634, 31883371.0559
129780,13, 94, 40857485.1430,33.00,15.50,159.35, 8.85, 4.69,  13178.55,-24499106.8717, 21341078.5241,-26938271.4781
129780,13, 95, 36887099.3150,26.00,74.01,235.39, 2.50, 1.87,-184823.04, -8942307.9000, 39764137.7013, 10300537.2502
129780,13, 96, 37959761.0720,25.00,51.84,300.52, 3.05, 2.24,  40499.44,  6365840.2756, 34117615.4304, 24289098.3301
129780,13,100, 25816037.3680,27.00,20.04,305.43, 6.95, 4.10, 103412.82, 13968149.9792, 15778573.2345, 18308785.7043
129781,15,  3, 24112660.8650,28.00,24.72,279.25, 5.71, 3.94,  -8629.84, 13456331.1985, 20971038.3753,  9241749.5894
129781,15, 14, 21878903.9580,23.00,54.66,131.14, 2.94, 2.09, -27080.80,-18514836.0693, 18876064.1926,  1511925.1906
129781,15, 16, 21356448.3740,30.00,61.27,268.14, 2.73, 2.05,  10664.35,  -292624.1481, 24737005.7692,  8943859.1142
129781,15, 22, 23879913.2810,29.00,27.79,256.59, 5.13, 3.80, -65543.28, 10830400.2368, 24164016.9377,  2108192.2651
129781,15, 23, 25355177.4090,37.00,14.53,320.67, 9.41, 4.37, -65629.91, 11793153.6846, 10371812.6121, 21677317.5265
129781,15, 26, 21561728.2250,29.00,64.56,350.30, 2.66, 1.88, -98750.40, -6760049.8457, 18698840.7276, 17558066.2217
129781,15, 27, 23228809.7840,28.00,32.24,179.18, 4.48, 3.30, 106467.74,-10174585.0980, 21997460.8723,-10645948.1403
129781,15, 31, 22770471.9660,35.00,42.67, 43.70, 3.53, 2.25,  46836.92,-16437617.0227,  9343214.4007, 18873912.5764
129781,15, 32, 23515931.8140,30.00,32.62,140.47, 4.44, 3.00,-158648.67,-20311602.4912, 15755020.3467, -6524840.8442
129781,15, 92, 37534649.5330,29.00,56.33,177.41, 2.88, 2.15,-195700.45,-17911179.6099, 37655504.5856, -4769265.1759
